Timestamp,Sensor_A,Sensor_B,Correlation
4/13/2023 20:55,Filter DP,Line Pressure,-0.252372658
4/13/2023 20:55,Tank Level,Tank Temp,0.012633415
4/13/2023 20:55,Tank Level,Vapor Press,0.155603924
4/13/2023 20:55,Filter DP,Main Pump Press,-0.089000317
4/16/2023 8:43,Main Pump Press,Tank Level,0.016469792
4/16/2023 8:43,Line Pressure,Main Pump Press,-0.033059711
4/16/2023 8:43,Line Pressure,Overspeed Press,-0.370985907
4/16/2023 8:43,Line Pressure,Vapor Press,-0.02734202
4/16/2023 8:43,Line Pressure,Tank Temp,0.246191028
4/16/2023 8:43,Line Pressure,Tank Level,-0.013937947
4/16/2023 8:43,Main Pump Press,Overspeed Press,-0.022578745
4/16/2023 8:43,Main Pump Press,Vapor Press,-0.185771573
4/16/2023 8:43,Main Pump Press,Tank Temp,-0.066068565
4/16/2023 8:43,Overspeed Press,Vapor Press,-0.173134304
4/16/2023 8:43,Overspeed Press,Tank Temp,0.10917739
4/16/2023 8:43,Overspeed Press,Tank Level,-0.291758243
4/16/2023 8:43,Filter DP,Tank Temp,-0.202853431
4/16/2023 8:43,Filter DP,Vapor Press,0.058302232
4/16/2023 8:43,Filter DP,Overspeed Press,-0.170900899
4/16/2023 8:43,Filter DP,Main Pump Press,-0.051926509
4/16/2023 8:43,Filter DP,Tank Level,0.239124962
4/16/2023 8:43,Tank Level,Tank Temp,-0.085874749
4/16/2023 8:43,Tank Level,Vapor Press,0.088660677
4/16/2023 8:43,Tank Temp,Vapor Press,0.054727856
4/16/2023 8:43,Filter DP,Line Pressure,-0.216534919
4/18/2023 20:58,Overspeed Press,Vapor Press,-0.206658312
4/18/2023 20:58,Line Pressure,Overspeed Press,-0.376820691
4/18/2023 20:58,Line Pressure,Vapor Press,-0.082207183
4/18/2023 20:58,Line Pressure,Tank Temp,0.274274021
4/18/2023 20:58,Line Pressure,Tank Level,-0.059808
4/18/2023 20:58,Main Pump Press,Overspeed Press,0.049841514
4/18/2023 20:58,Main Pump Press,Vapor Press,-0.241275152
4/18/2023 20:58,Main Pump Press,Tank Temp,-0.085042531
4/18/2023 20:58,Main Pump Press,Tank Level,0.020345186
4/18/2023 20:58,Overspeed Press,Tank Temp,0.078533393
4/18/2023 20:58,Line Pressure,Main Pump Press,-0.052788621
4/18/2023 20:58,Tank Temp,Vapor Press,0.032267313
4/18/2023 20:58,Filter DP,Tank Level,0.112736117
4/18/2023 20:58,Filter DP,Tank Temp,-0.177279068
4/18/2023 20:58,Filter DP,Vapor Press,0.157510159
4/18/2023 20:58,Filter DP,Overspeed Press,-0.127784064
4/18/2023 20:58,Overspeed Press,Tank Level,-0.244287291
4/18/2023 20:58,Filter DP,Line Pressure,-0.254526313
4/18/2023 20:58,Tank Level,Tank Temp,-0.012018687
4/18/2023 20:58,Tank Level,Vapor Press,0.346770248
4/18/2023 20:58,Filter DP,Main Pump Press,-0.040838604
4/21/2023 8:39,Main Pump Press,Tank Level,0.174706772
4/21/2023 8:39,Line Pressure,Overspeed Press,-0.370577489
4/21/2023 8:39,Line Pressure,Vapor Press,-0.111249145
4/21/2023 8:39,Line Pressure,Tank Temp,0.184505779
4/21/2023 8:39,Line Pressure,Tank Level,-0.21846251
4/21/2023 8:39,Main Pump Press,Overspeed Press,0.102905981
4/21/2023 8:39,Main Pump Press,Vapor Press,-0.246430406
4/21/2023 8:39,Main Pump Press,Tank Temp,-0.015370352
4/21/2023 8:39,Overspeed Press,Vapor Press,-0.193762699
4/21/2023 8:39,Line Pressure,Main Pump Press,-0.117105903
4/21/2023 8:39,Overspeed Press,Tank Temp,0.132164939
4/21/2023 8:39,Filter DP,Tank Level,0.225068674
4/21/2023 8:39,Filter DP,Tank Temp,-0.141597462
4/21/2023 8:39,Filter DP,Vapor Press,0.161052118
4/21/2023 8:39,Filter DP,Overspeed Press,-0.14630434
4/21/2023 8:39,Overspeed Press,Tank Level,-0.265721793
4/21/2023 8:39,Filter DP,Line Pressure,-0.207961566
4/21/2023 8:39,Tank Level,Tank Temp,-0.252827078
4/21/2023 8:39,Tank Level,Vapor Press,0.314119473
4/21/2023 8:39,Tank Temp,Vapor Press,0.016809476
4/21/2023 8:39,Filter DP,Main Pump Press,-0.033406063
4/23/2023 20:18,Overspeed Press,Vapor Press,0.004239019
4/23/2023 20:18,Line Pressure,Overspeed Press,-0.342708357
4/23/2023 20:18,Line Pressure,Vapor Press,-0.153367225
4/23/2023 20:18,Line Pressure,Tank Temp,0.172741366
4/23/2023 20:18,Line Pressure,Tank Level,-0.221098531
4/23/2023 20:18,Main Pump Press,Overspeed Press,0.05677466
4/23/2023 20:18,Main Pump Press,Vapor Press,-0.23201543
4/23/2023 20:18,Main Pump Press,Tank Temp,0.026200701
4/23/2023 20:18,Main Pump Press,Tank Level,0.157628125
4/23/2023 20:18,Line Pressure,Main Pump Press,-0.113739516
4/23/2023 20:18,Overspeed Press,Tank Level,-0.222518295
4/23/2023 20:18,Tank Temp,Vapor Press,0.023611541
4/23/2023 20:18,Tank Level,Vapor Press,0.245857987
4/23/2023 20:18,Tank Level,Tank Temp,-0.292212303
4/23/2023 20:18,Filter DP,Line Pressure,-0.193498072
4/23/2023 20:18,Filter DP,Main Pump Press,0.031474369
4/23/2023 20:18,Filter DP,Overspeed Press,-0.082575908
4/23/2023 20:18,Filter DP,Vapor Press,0.220194523
4/23/2023 20:18,Filter DP,Tank Temp,-0.123203616
4/23/2023 20:18,Filter DP,Tank Level,0.091473007
4/23/2023 20:18,Overspeed Press,Tank Temp,0.205230884
4/26/2023 9:13,Main Pump Press,Tank Level,-0.184415694
4/26/2023 9:13,Main Pump Press,Tank Temp,0.162708906
4/26/2023 9:13,Main Pump Press,Vapor Press,-0.02827475
4/26/2023 9:13,Main Pump Press,Overspeed Press,0.175562183
4/26/2023 9:13,Overspeed Press,Vapor Press,0.017839806
4/26/2023 9:13,Line Pressure,Tank Temp,0.16229318
4/26/2023 9:13,Line Pressure,Vapor Press,-0.169094625
4/26/2023 9:13,Line Pressure,Overspeed Press,-0.341735677
4/26/2023 9:13,Line Pressure,Tank Level,-0.226636148
4/26/2023 9:13,Line Pressure,Main Pump Press,-0.032584591
4/26/2023 9:13,Overspeed Press,Tank Temp,0.16520747
4/26/2023 9:13,Tank Temp,Vapor Press,0.030453763
4/26/2023 9:13,Filter DP,Tank Level,0.083315453
4/26/2023 9:13,Filter DP,Tank Temp,-0.15497866
4/26/2023 9:13,Filter DP,Vapor Press,0.265649195
4/26/2023 9:13,Filter DP,Overspeed Press,-0.088419698
4/26/2023 9:13,Overspeed Press,Tank Level,-0.238248044
4/26/2023 9:13,Filter DP,Line Pressure,-0.175264501
4/26/2023 9:13,Tank Level,Tank Temp,-0.266660173
4/26/2023 9:13,Tank Level,Vapor Press,0.288709163
4/26/2023 9:13,Filter DP,Main Pump Press,0.075045511
4/28/2023 20:03,Main Pump Press,Tank Level,-0.185855291
4/28/2023 20:03,Line Pressure,Main Pump Press,-0.033150379
4/28/2023 20:03,Line Pressure,Overspeed Press,-0.345589167
4/28/2023 20:03,Line Pressure,Vapor Press,-0.103030661
4/28/2023 20:03,Line Pressure,Tank Temp,0.15895041
4/28/2023 20:03,Line Pressure,Tank Level,-0.214982116
4/28/2023 20:03,Main Pump Press,Overspeed Press,0.245499721
4/28/2023 20:03,Main Pump Press,Vapor Press,0.025998747
4/28/2023 20:03,Main Pump Press,Tank Temp,0.174983334
4/28/2023 20:03,Overspeed Press,Vapor Press,0.060683414
4/28/2023 20:03,Overspeed Press,Tank Temp,0.105741012
4/28/2023 20:03,Overspeed Press,Tank Level,-0.183416982
4/28/2023 20:03,Filter DP,Tank Temp,-0.101741567
4/28/2023 20:03,Filter DP,Vapor Press,0.226788958
4/28/2023 20:03,Filter DP,Overspeed Press,-0.017658393
4/28/2023 20:03,Filter DP,Main Pump Press,0.094925628
4/28/2023 20:03,Filter DP,Tank Level,0.023609736
4/28/2023 20:03,Tank Level,Tank Temp,-0.165506036
4/28/2023 20:03,Tank Level,Vapor Press,0.184196786
4/28/2023 20:03,Tank Temp,Vapor Press,0.065550234
4/28/2023 20:03,Filter DP,Line Pressure,-0.162947062
5/1/2023 11:29,Main Pump Press,Tank Level,-0.138784833
5/1/2023 11:29,Line Pressure,Main Pump Press,-0.04801836
5/1/2023 11:29,Line Pressure,Overspeed Press,-0.365982695
5/1/2023 11:29,Line Pressure,Vapor Press,-0.014401331
5/1/2023 11:29,Line Pressure,Tank Temp,0.124162072
5/1/2023 11:29,Line Pressure,Tank Level,-0.184164723
5/1/2023 11:29,Main Pump Press,Overspeed Press,0.256420639
5/1/2023 11:29,Main Pump Press,Vapor Press,0.071490212
5/1/2023 11:29,Main Pump Press,Tank Temp,0.159149037
5/1/2023 11:29,Overspeed Press,Vapor Press,0.019181417
5/1/2023 11:29,Overspeed Press,Tank Temp,0.086461626
5/1/2023 11:29,Overspeed Press,Tank Level,-0.251566056
5/1/2023 11:29,Filter DP,Tank Temp,-0.071943312
5/1/2023 11:29,Filter DP,Vapor Press,0.225659042
5/1/2023 11:29,Filter DP,Overspeed Press,-0.021712489
5/1/2023 11:29,Filter DP,Main Pump Press,0.12529586
5/1/2023 11:29,Filter DP,Tank Level,0.054703983
5/1/2023 11:29,Tank Level,Tank Temp,-0.11018585
5/1/2023 11:29,Tank Level,Vapor Press,0.088289048
5/1/2023 11:29,Tank Temp,Vapor Press,0.131297041
5/1/2023 11:29,Filter DP,Line Pressure,-0.141503582
5/4/2023 2:03,Main Pump Press,Tank Level,-0.077295532
5/4/2023 2:03,Line Pressure,Main Pump Press,-0.018559453
5/4/2023 2:03,Line Pressure,Overspeed Press,-0.361516974
5/4/2023 2:03,Line Pressure,Vapor Press,0.050020292
5/4/2023 2:03,Line Pressure,Tank Temp,0.148159635
5/4/2023 2:03,Line Pressure,Tank Level,-0.150352414
5/4/2023 2:03,Main Pump Press,Overspeed Press,0.257426123
5/4/2023 2:03,Main Pump Press,Vapor Press,0.087569398
5/4/2023 2:03,Main Pump Press,Tank Temp,0.176365918
5/4/2023 2:03,Overspeed Press,Vapor Press,-0.0144851
5/4/2023 2:03,Overspeed Press,Tank Temp,0.062219773
5/4/2023 2:03,Overspeed Press,Tank Level,-0.191667741
5/4/2023 2:03,Filter DP,Tank Temp,-0.060314037
5/4/2023 2:03,Filter DP,Vapor Press,0.183997832
5/4/2023 2:03,Filter DP,Overspeed Press,-0.007706703
5/4/2023 2:03,Filter DP,Main Pump Press,0.117797284
5/4/2023 2:03,Filter DP,Tank Level,0.058393902
5/4/2023 2:03,Tank Level,Tank Temp,-0.169414784
5/4/2023 2:03,Tank Level,Vapor Press,-0.297279448
5/4/2023 2:03,Tank Temp,Vapor Press,0.198178217
5/4/2023 2:03,Filter DP,Line Pressure,-0.157177845
5/6/2023 14:34,Main Pump Press,Tank Level,-0.077346808
5/6/2023 14:34,Line Pressure,Main Pump Press,-0.013055441
5/6/2023 14:34,Line Pressure,Overspeed Press,-0.324827151
5/6/2023 14:34,Line Pressure,Vapor Press,0.088970209
5/6/2023 14:34,Line Pressure,Tank Temp,0.155162561
5/6/2023 14:34,Line Pressure,Tank Level,-0.095601589
5/6/2023 14:34,Main Pump Press,Overspeed Press,0.299372883
5/6/2023 14:34,Main Pump Press,Vapor Press,0.100128602
5/6/2023 14:34,Main Pump Press,Tank Temp,0.212373081
5/6/2023 14:34,Overspeed Press,Vapor Press,0.047087763
5/6/2023 14:34,Overspeed Press,Tank Temp,0.086357484
5/6/2023 14:34,Overspeed Press,Tank Level,-0.226673055
5/6/2023 14:34,Filter DP,Tank Temp,0.014639538
5/6/2023 14:34,Filter DP,Vapor Press,0.195574686
5/6/2023 14:34,Filter DP,Overspeed Press,0.049747228
5/6/2023 14:34,Filter DP,Main Pump Press,0.16458962
5/6/2023 14:34,Filter DP,Tank Level,-0.05967587
5/6/2023 14:34,Tank Level,Tank Temp,-0.175823563
5/6/2023 14:34,Tank Level,Vapor Press,-0.445498946
5/6/2023 14:34,Tank Temp,Vapor Press,0.222246968
5/6/2023 14:34,Filter DP,Line Pressure,-0.086507643
5/9/2023 2:20,Main Pump Press,Tank Level,-0.088533895
5/9/2023 2:20,Line Pressure,Main Pump Press,-0.029989339
5/9/2023 2:20,Line Pressure,Overspeed Press,-0.32383724
5/9/2023 2:20,Line Pressure,Vapor Press,0.133019402
5/9/2023 2:20,Line Pressure,Tank Temp,0.169974825
5/9/2023 2:20,Line Pressure,Tank Level,-0.110212832
5/9/2023 2:20,Main Pump Press,Overspeed Press,0.293197174
5/9/2023 2:20,Main Pump Press,Vapor Press,0.054971645
5/9/2023 2:20,Main Pump Press,Tank Temp,0.148129351
5/9/2023 2:20,Overspeed Press,Vapor Press,0.140409384
5/9/2023 2:20,Overspeed Press,Tank Temp,0.075005428
5/9/2023 2:20,Overspeed Press,Tank Level,-0.178331906
5/9/2023 2:20,Filter DP,Tank Temp,0.019980553
5/9/2023 2:20,Filter DP,Vapor Press,-0.005532532
5/9/2023 2:20,Filter DP,Overspeed Press,0.033083979
5/9/2023 2:20,Filter DP,Main Pump Press,0.225008595
5/9/2023 2:20,Filter DP,Tank Level,0.015961374
5/9/2023 2:20,Tank Level,Tank Temp,-0.20396405
5/9/2023 2:20,Tank Level,Vapor Press,-0.54645758
5/9/2023 2:20,Tank Temp,Vapor Press,0.307405091
5/9/2023 2:20,Filter DP,Line Pressure,-0.086548827
5/11/2023 14:44,Main Pump Press,Tank Level,-0.092722676
5/11/2023 14:44,Line Pressure,Main Pump Press,-0.040738757
5/11/2023 14:44,Line Pressure,Overspeed Press,-0.270118207
5/11/2023 14:44,Line Pressure,Vapor Press,0.208697624
5/11/2023 14:44,Line Pressure,Tank Temp,0.160752487
5/11/2023 14:44,Line Pressure,Tank Level,-0.119063464
5/11/2023 14:44,Main Pump Press,Overspeed Press,0.278231222
5/11/2023 14:44,Main Pump Press,Vapor Press,-0.027419778
5/11/2023 14:44,Main Pump Press,Tank Temp,0.172066559
5/11/2023 14:44,Overspeed Press,Vapor Press,0.139350263
5/11/2023 14:44,Overspeed Press,Tank Temp,0.103673925
5/11/2023 14:44,Overspeed Press,Tank Level,-0.19975767
5/11/2023 14:44,Filter DP,Tank Temp,-0.025787949
5/11/2023 14:44,Filter DP,Vapor Press,-0.194518367
5/11/2023 14:44,Filter DP,Overspeed Press,0.001781941
5/11/2023 14:44,Filter DP,Main Pump Press,0.195847036
5/11/2023 14:44,Filter DP,Tank Level,0.141040535
5/11/2023 14:44,Tank Level,Tank Temp,-0.244318231
5/11/2023 14:44,Tank Level,Vapor Press,-0.570509114
5/11/2023 14:44,Tank Temp,Vapor Press,0.2554996
5/11/2023 14:44,Filter DP,Line Pressure,-0.17919805
5/14/2023 2:40,Main Pump Press,Tank Level,-0.030697773
5/14/2023 2:40,Line Pressure,Main Pump Press,-0.067512506
5/14/2023 2:40,Line Pressure,Overspeed Press,-0.179175831
5/14/2023 2:40,Line Pressure,Vapor Press,0.221159583
5/14/2023 2:40,Line Pressure,Tank Temp,0.177157384
5/14/2023 2:40,Line Pressure,Tank Level,-0.100589902
5/14/2023 2:40,Main Pump Press,Overspeed Press,0.242790231
5/14/2023 2:40,Main Pump Press,Vapor Press,-0.09742999
5/14/2023 2:40,Main Pump Press,Tank Temp,0.094219795
5/14/2023 2:40,Overspeed Press,Vapor Press,0.229880599
5/14/2023 2:40,Overspeed Press,Tank Temp,0.201640258
5/14/2023 2:40,Overspeed Press,Tank Level,-0.215330739
5/14/2023 2:40,Filter DP,Tank Temp,0.03780106
5/14/2023 2:40,Filter DP,Vapor Press,-0.069441411
5/14/2023 2:40,Filter DP,Overspeed Press,0.034027234
5/14/2023 2:40,Filter DP,Main Pump Press,0.166646577
5/14/2023 2:40,Filter DP,Tank Level,0.109475927
5/14/2023 2:40,Tank Level,Tank Temp,-0.241533665
5/14/2023 2:40,Tank Level,Vapor Press,-0.604249976
5/14/2023 2:40,Tank Temp,Vapor Press,0.381606694
5/14/2023 2:40,Filter DP,Line Pressure,-0.17284757
5/16/2023 15:24,Overspeed Press,Vapor Press,0.203063263
5/16/2023 15:24,Line Pressure,Overspeed Press,-0.185276551
5/16/2023 15:24,Line Pressure,Vapor Press,0.213762058
5/16/2023 15:24,Line Pressure,Tank Temp,0.185702361
5/16/2023 15:24,Line Pressure,Tank Level,-0.098220086
5/16/2023 15:24,Main Pump Press,Overspeed Press,0.233130287
5/16/2023 15:24,Main Pump Press,Vapor Press,-0.139649034
5/16/2023 15:24,Main Pump Press,Tank Temp,0.077576239
5/16/2023 15:24,Main Pump Press,Tank Level,0.011503629
5/16/2023 15:24,Overspeed Press,Tank Temp,0.205810377
5/16/2023 15:24,Line Pressure,Main Pump Press,-0.098348515
5/16/2023 15:24,Tank Temp,Vapor Press,0.356589542
5/16/2023 15:24,Filter DP,Tank Level,0.171311113
5/16/2023 15:24,Filter DP,Tank Temp,0.018866013
5/16/2023 15:24,Filter DP,Vapor Press,-0.174933203
5/16/2023 15:24,Filter DP,Overspeed Press,0.062463662
5/16/2023 15:24,Overspeed Press,Tank Level,-0.185845979
5/16/2023 15:24,Filter DP,Line Pressure,-0.185486452
5/16/2023 15:24,Tank Level,Tank Temp,-0.235575968
5/16/2023 15:24,Tank Level,Vapor Press,-0.626804872
5/16/2023 15:24,Filter DP,Main Pump Press,0.195955079
5/19/2023 2:29,Main Pump Press,Tank Level,-0.075238044
5/19/2023 2:29,Line Pressure,Main Pump Press,-0.087988159
5/19/2023 2:29,Line Pressure,Overspeed Press,-0.162850101
5/19/2023 2:29,Line Pressure,Vapor Press,0.306504722
5/19/2023 2:29,Line Pressure,Tank Temp,0.184812558
5/19/2023 2:29,Line Pressure,Tank Level,-0.086483901
5/19/2023 2:29,Main Pump Press,Overspeed Press,0.230835695
5/19/2023 2:29,Main Pump Press,Vapor Press,-0.123161073
5/19/2023 2:29,Main Pump Press,Tank Temp,0.079310261
5/19/2023 2:29,Overspeed Press,Vapor Press,0.211006686
5/19/2023 2:29,Overspeed Press,Tank Temp,0.21444424
5/19/2023 2:29,Overspeed Press,Tank Level,-0.03387771
5/19/2023 2:29,Filter DP,Tank Temp,-0.015713227
5/19/2023 2:29,Filter DP,Vapor Press,-0.242620967
5/19/2023 2:29,Filter DP,Overspeed Press,0.095757689
5/19/2023 2:29,Filter DP,Main Pump Press,0.209205649
5/19/2023 2:29,Filter DP,Tank Level,0.072140355
5/19/2023 2:29,Tank Level,Tank Temp,0.014660183
5/19/2023 2:29,Tank Level,Vapor Press,-0.136304551
5/19/2023 2:29,Tank Temp,Vapor Press,0.347756969
5/19/2023 2:29,Filter DP,Line Pressure,-0.217204164
5/23/2023 17:30,Main Pump Press,Tank Level,-0.064758265
5/23/2023 17:30,Line Pressure,Main Pump Press,-0.09301975
5/23/2023 17:30,Line Pressure,Overspeed Press,-0.503504094
5/23/2023 17:30,Line Pressure,Vapor Press,0.302951442
5/23/2023 17:30,Line Pressure,Tank Temp,-0.357106324
5/23/2023 17:30,Line Pressure,Tank Level,-0.071390911
5/23/2023 17:30,Main Pump Press,Overspeed Press,0.040976571
5/23/2023 17:30,Main Pump Press,Vapor Press,-0.17884782
5/23/2023 17:30,Main Pump Press,Tank Temp,0.052084821
5/23/2023 17:30,Overspeed Press,Vapor Press,-0.058179701
5/23/2023 17:30,Overspeed Press,Tank Temp,0.86709477
5/23/2023 17:30,Overspeed Press,Tank Level,0.002926608
5/23/2023 17:30,Filter DP,Tank Temp,0.048328366
5/23/2023 17:30,Filter DP,Vapor Press,-0.30470042
5/23/2023 17:30,Filter DP,Overspeed Press,0.063664037
5/23/2023 17:30,Filter DP,Main Pump Press,0.194115935
5/23/2023 17:30,Filter DP,Tank Level,0.085832514
5/23/2023 17:30,Tank Level,Tank Temp,0.006934796
5/23/2023 17:30,Tank Level,Vapor Press,-0.128933014
5/23/2023 17:30,Tank Temp,Vapor Press,0.125570092
5/23/2023 17:30,Filter DP,Line Pressure,-0.212967534
5/26/2023 8:23,Main Pump Press,Tank Level,-0.05625147
5/26/2023 8:23,Line Pressure,Main Pump Press,0.026719802
5/26/2023 8:23,Line Pressure,Overspeed Press,-0.239428024
5/26/2023 8:23,Line Pressure,Vapor Press,0.212683611
5/26/2023 8:23,Line Pressure,Tank Temp,-0.147125388
5/26/2023 8:23,Line Pressure,Tank Level,-0.060064201
5/26/2023 8:23,Main Pump Press,Overspeed Press,0.041614617
5/26/2023 8:23,Main Pump Press,Vapor Press,-0.214669039
5/26/2023 8:23,Main Pump Press,Tank Temp,0.051584991
5/26/2023 8:23,Overspeed Press,Vapor Press,-0.052711695
5/26/2023 8:23,Overspeed Press,Tank Temp,0.848020539
5/26/2023 8:23,Overspeed Press,Tank Level,0.000818879
5/26/2023 8:23,Filter DP,Tank Temp,0.063664694
5/26/2023 8:23,Filter DP,Vapor Press,-0.314381521
5/26/2023 8:23,Filter DP,Overspeed Press,0.066216604
5/26/2023 8:23,Filter DP,Main Pump Press,0.1771909
5/26/2023 8:23,Filter DP,Tank Level,0.08212313
5/26/2023 8:23,Tank Level,Tank Temp,0.004742475
5/26/2023 8:23,Tank Level,Vapor Press,-0.123165685
5/26/2023 8:23,Tank Temp,Vapor Press,0.120766057
5/26/2023 8:23,Filter DP,Line Pressure,0.10681151
5/28/2023 20:56,Overspeed Press,Vapor Press,-0.047273653
5/28/2023 20:56,Line Pressure,Overspeed Press,-0.237764236
5/28/2023 20:56,Line Pressure,Vapor Press,0.19781334
5/28/2023 20:56,Line Pressure,Tank Temp,-0.149565334
5/28/2023 20:56,Line Pressure,Tank Level,-0.05547477
5/28/2023 20:56,Main Pump Press,Overspeed Press,0.033752884
5/28/2023 20:56,Main Pump Press,Vapor Press,-0.233134878
5/28/2023 20:56,Main Pump Press,Tank Temp,0.054762316
5/28/2023 20:56,Main Pump Press,Tank Level,-0.063064322
5/28/2023 20:56,Overspeed Press,Tank Temp,0.837355599
5/28/2023 20:56,Line Pressure,Main Pump Press,0.044399982
5/28/2023 20:56,Tank Temp,Vapor Press,0.121525155
5/28/2023 20:56,Filter DP,Tank Level,0.094730072
5/28/2023 20:56,Filter DP,Tank Temp,0.035471266
5/28/2023 20:56,Filter DP,Vapor Press,-0.379361222
5/28/2023 20:56,Filter DP,Overspeed Press,0.05722784
5/28/2023 20:56,Overspeed Press,Tank Level,-0.000591713
5/28/2023 20:56,Filter DP,Line Pressure,0.095331143
5/28/2023 20:56,Tank Level,Tank Temp,0.00474266
5/28/2023 20:56,Tank Level,Vapor Press,-0.11502938
5/28/2023 20:56,Filter DP,Main Pump Press,0.184811647
5/31/2023 9:09,Main Pump Press,Tank Level,-0.07564637
5/31/2023 9:09,Line Pressure,Main Pump Press,0.110979565
5/31/2023 9:09,Line Pressure,Overspeed Press,-0.237125757
5/31/2023 9:09,Line Pressure,Vapor Press,0.184957177
5/31/2023 9:09,Line Pressure,Tank Temp,-0.146508668
5/31/2023 9:09,Line Pressure,Tank Level,-0.052753742
5/31/2023 9:09,Main Pump Press,Overspeed Press,0.039556193
5/31/2023 9:09,Main Pump Press,Vapor Press,-0.224633915
5/31/2023 9:09,Main Pump Press,Tank Temp,0.089482239
5/31/2023 9:09,Overspeed Press,Vapor Press,-0.047756356
5/31/2023 9:09,Overspeed Press,Tank Temp,0.818344271
5/31/2023 9:09,Overspeed Press,Tank Level,-0.000759564
5/31/2023 9:09,Filter DP,Tank Temp,0.034101788
5/31/2023 9:09,Filter DP,Vapor Press,-0.379608486
5/31/2023 9:09,Filter DP,Overspeed Press,0.050127275
5/31/2023 9:09,Filter DP,Main Pump Press,0.189253155
5/31/2023 9:09,Filter DP,Tank Level,0.095152184
5/31/2023 9:09,Tank Level,Tank Temp,0.008545346
5/31/2023 9:09,Tank Level,Vapor Press,-0.103274139
5/31/2023 9:09,Tank Temp,Vapor Press,0.122561813
5/31/2023 9:09,Filter DP,Line Pressure,0.096569041
6/2/2023 21:05,Overspeed Press,Vapor Press,-0.041994221
6/2/2023 21:05,Line Pressure,Overspeed Press,-0.235758539
6/2/2023 21:05,Line Pressure,Vapor Press,0.156602296
6/2/2023 21:05,Line Pressure,Tank Temp,-0.13841668
6/2/2023 21:05,Line Pressure,Tank Level,-0.046362441
6/2/2023 21:05,Main Pump Press,Overspeed Press,0.034011332
6/2/2023 21:05,Main Pump Press,Vapor Press,-0.196825619
6/2/2023 21:05,Main Pump Press,Tank Temp,0.069035009
6/2/2023 21:05,Main Pump Press,Tank Level,-0.0857142
6/2/2023 21:05,Overspeed Press,Tank Temp,0.79009932
6/2/2023 21:05,Line Pressure,Main Pump Press,0.125171255
6/2/2023 21:05,Tank Temp,Vapor Press,0.144868954
6/2/2023 21:05,Filter DP,Tank Level,0.075128333
6/2/2023 21:05,Filter DP,Tank Temp,0.038223426
6/2/2023 21:05,Filter DP,Vapor Press,-0.316162679
6/2/2023 21:05,Filter DP,Overspeed Press,0.047480301
6/2/2023 21:05,Overspeed Press,Tank Level,-0.002099772
6/2/2023 21:05,Filter DP,Line Pressure,0.16079387
6/2/2023 21:05,Tank Level,Tank Temp,0.007621802
6/2/2023 21:05,Tank Level,Vapor Press,-0.092094645
6/2/2023 21:05,Filter DP,Main Pump Press,0.107203365
6/5/2023 9:01,Overspeed Press,Vapor Press,-0.037468626
6/5/2023 9:01,Line Pressure,Overspeed Press,-0.234523465
6/5/2023 9:01,Line Pressure,Vapor Press,0.139224295
6/5/2023 9:01,Line Pressure,Tank Temp,-0.154782457
6/5/2023 9:01,Line Pressure,Tank Level,-0.041451173
6/5/2023 9:01,Main Pump Press,Overspeed Press,0.03297977
6/5/2023 9:01,Main Pump Press,Vapor Press,-0.206961521
6/5/2023 9:01,Main Pump Press,Tank Temp,0.061362791
6/5/2023 9:01,Main Pump Press,Tank Level,-0.100477558
6/5/2023 9:01,Overspeed Press,Tank Temp,0.764433172
6/5/2023 9:01,Line Pressure,Main Pump Press,0.126390045
6/5/2023 9:01,Tank Temp,Vapor Press,0.119657835
6/5/2023 9:01,Filter DP,Tank Level,0.045047804
6/5/2023 9:01,Filter DP,Tank Temp,0.072369555
6/5/2023 9:01,Filter DP,Vapor Press,-0.215105139
6/5/2023 9:01,Filter DP,Overspeed Press,0.04810772
6/5/2023 9:01,Overspeed Press,Tank Level,-0.003656053
6/5/2023 9:01,Filter DP,Line Pressure,0.208522525
6/5/2023 9:01,Tank Level,Tank Temp,0.014659129
6/5/2023 9:01,Tank Level,Vapor Press,-0.070879207
6/5/2023 9:01,Filter DP,Main Pump Press,0.057031173
6/7/2023 20:20,Overspeed Press,Vapor Press,-0.034280458
6/7/2023 20:20,Line Pressure,Overspeed Press,-0.186777572
6/7/2023 20:20,Line Pressure,Vapor Press,0.089102408
6/7/2023 20:20,Line Pressure,Tank Temp,-0.110750837
6/7/2023 20:20,Line Pressure,Tank Level,-0.033063773
6/7/2023 20:20,Main Pump Press,Overspeed Press,0.031914282
6/7/2023 20:20,Main Pump Press,Vapor Press,-0.23527542
6/7/2023 20:20,Main Pump Press,Tank Temp,0.046898742
6/7/2023 20:20,Main Pump Press,Tank Level,-0.103644651
6/7/2023 20:20,Line Pressure,Main Pump Press,0.067041114
6/7/2023 20:20,Overspeed Press,Tank Temp,0.739948128
6/7/2023 20:20,Tank Temp,Vapor Press,0.094285316
6/7/2023 20:20,Tank Level,Vapor Press,-0.047871044
6/7/2023 20:20,Tank Level,Tank Temp,0.019030468
6/7/2023 20:20,Filter DP,Line Pressure,0.390317207
6/7/2023 20:20,Filter DP,Main Pump Press,0.025370783
6/7/2023 20:20,Filter DP,Overspeed Press,0.052034328
6/7/2023 20:20,Filter DP,Vapor Press,-0.138597298
6/7/2023 20:20,Filter DP,Tank Temp,0.087059045
6/7/2023 20:20,Filter DP,Tank Level,0.026207375
